city,state_id,state_name,county_name,lat,lng,population,density,timezone,ranking,zip_count,zip_population,zips
Pendleton,MO,Missouri,Warren,38.8263,-91.2322,46,195,America/Chicago,3,1,46,63383
Edmond,KS,Kansas,Norton,39.6271,-99.8197,46,107,America/Chicago,3,1,46,67645
Cooke City,MT,Montana,Park,45.0187,-109.9119,46,1,America/Denver,3,1,46,59020
Blaine,KY,Kentucky,Lawrence,38.0272,-82.8413,46,62,America/New_York,3,1,46,41124
Hampden,ND,North Dakota,Ramsey,48.5396,-98.6544,45,101,America/Chicago,3,1,45,58338
Voltaire,ND,North Dakota,McHenry,48.0187,-100.844,45,35,America/Chicago,3,1,45,58792
Stockham,NE,Nebraska,Hamilton,40.7163,-97.9433,45,102,America/Chicago,3,1,45,68818
Saronville,NE,Nebraska,Clay,40.6029,-97.9386,45,116,America/Chicago,3,1,45,68975
Lisco,NE,Nebraska,Garden,41.4987,-102.6237,45,29,America/Denver,3,1,45,69148
La Prairie,IL,Illinois,Adams,40.1473,-91.0024,45,90,America/Chicago,3,1,45,62346
Deer Grove,IL,Illinois,Whiteside,41.6096,-89.6866,45,42,America/Chicago,3,1,45,61243
Deputy,IN,Indiana,Jefferson,38.7952,-85.6528,45,235,America/Indiana/Indianapolis,3,1,45,47230
Fenwick,CT,Connecticut,Middlesex,41.2711,-72.3546,45,44,America/New_York,3,1,45,6475
Spring Gap,MD,Maryland,Allegany,39.5653,-78.7054,45,26,America/New_York,3,1,45,21502
Harwood,MO,Missouri,Vernon,37.9567,-94.1539,45,165,America/Chicago,3,1,45,64750
Aldrich,MN,Minnesota,Wadena,46.3747,-94.9394,45,35,America/Chicago,3,1,45,56434
Myrtle,MN,Minnesota,Freeborn,43.5632,-93.163,45,179,America/Chicago,3,1,45,56036
Vienna,SD,South Dakota,Clark,44.7032,-97.5,45,20,America/Chicago,3,1,45,57271
Farson,WY,Wyoming,Sweetwater,42.1528,-109.4283,44,0,America/Denver,3,1,44,82932
Playas,NM,New Mexico,Hidalgo,31.9126,-108.5363,44,9,America/Denver,3,1,44,88009
Faywood,NM,New Mexico,Grant,32.6248,-107.8723,44,32,America/Denver,3,1,44,88034
Encino,TX,Texas,Brooks,26.9363,-98.1153,44,2,America/Chicago,3,1,44,78353
Airport Heights,TX,Texas,Starr,26.4087,-98.8366,44,429,America/Chicago,3,1,44,78582
Sammy Martinez,TX,Texas,Starr,26.4329,-98.7512,44,54,America/Chicago,3,1,44,78582
Karluk,AK,Alaska,Kodiak Island,57.5845,-154.3255,44,0,America/Anchorage,3,2,22,99615 99608
Forbes,ND,North Dakota,Dickey,45.9425,-98.782,44,70,America/Chicago,3,1,44,58439
Norman,NE,Nebraska,Kearney,40.4791,-98.7922,44,183,America/Chicago,3,1,44,68959
Volcano,CA,California,Amador,38.4456,-120.6306,44,11,America/Los_Angeles,3,2,22,95665 95689
Tinsman,AR,Arkansas,Calhoun,33.6291,-92.3533,44,32,America/Chicago,3,1,44,71744
Pleasanton,IA,Iowa,Decatur,40.5825,-93.743,44,48,America/Chicago,3,1,44,50065
Anderson,IA,Iowa,Fremont,40.7983,-95.6086,44,51,America/Chicago,3,1,44,51652
Reid,MD,Maryland,Washington,39.7126,-77.6794,44,135,America/New_York,3,1,44,21742
Beryl Junction,UT,Utah,Iron,37.7009,-113.6535,44,9,America/Denver,3,1,44,84714
Osgood,MO,Missouri,Sullivan,40.1973,-93.3499,44,93,America/Chicago,3,1,44,64641
North Lilbourn,MO,Missouri,New Madrid,36.6018,-89.6221,44,98,America/Chicago,3,1,44,63862
Louisburg,MN,Minnesota,Lac qui Parle,45.1645,-96.1711,44,66,America/Chicago,3,1,44,56256
Baker,MN,Minnesota,Clay,46.7105,-96.5579,44,16,America/Chicago,3,1,44,56580
Erwin,SD,South Dakota,Kingsbury,44.488,-97.4409,44,35,America/Chicago,3,1,44,57233
Luna,NM,New Mexico,Catron,33.8181,-108.9435,43,2,America/Denver,3,1,43,87824
Moquino,NM,New Mexico,Cibola,35.1801,-107.3701,43,7,America/Denver,3,1,43,87014
Box Canyon,TX,Texas,Val Verde,29.5335,-101.1586,43,11,America/Matamoros,3,1,43,78840
Port Clarence,AK,Alaska,Nome,65.1108,-166.7683,43,0,America/Nome,3,1,43,99778
False Pass,AK,Alaska,Aleutians East,54.8416,-163.348,43,0,America/Nome,3,1,43,99583
Regan,ND,North Dakota,Burleigh,47.1568,-100.5273,43,16,America/Chicago,3,1,43,58477
Clifford,ND,North Dakota,Traill,47.3482,-97.4101,43,118,America/Chicago,3,1,43,58016
Lorton,NE,Nebraska,Otoe,40.5972,-96.0243,43,389,America/Chicago,3,1,43,68382
Huntley,NE,Nebraska,Harlan,40.2105,-99.2904,43,47,America/Chicago,3,1,43,68971
Smicksburg,PA,Pennsylvania,Indiana,40.8701,-79.1712,43,113,America/New_York,3,1,43,16256
Annapolis,IL,Illinois,Crawford,39.1452,-87.8154,43,535,America/Chicago,3,1,43,62413
East Amana,IA,Iowa,Iowa,41.8071,-91.8498,43,23,America/Chicago,3,1,43,52203
Udell,IA,Iowa,Appanoose,40.7801,-92.7427,43,52,America/Chicago,3,1,43,52593
Clarysville,MD,Maryland,Allegany,39.6421,-78.8887,43,142,America/New_York,3,1,43,21532
Meridian,OK,Oklahoma,Logan,35.844,-97.2456,43,84,America/Chicago,3,1,43,73058
Leonard,MN,Minnesota,Clearwater,47.6513,-95.2671,43,35,America/Chicago,3,1,43,56652
South End,MN,Minnesota,Clearwater,47.3231,-95.4788,43,9,America/Chicago,3,1,43,56621
Matfield Green,KS,Kansas,Chase,38.1596,-96.5626,43,116,America/Chicago,3,1,43,66862
Gramling,SC,South Carolina,Spartanburg,35.0782,-82.1332,43,16,America/New_York,3,3,14,29349 29322 29348
Jenkinsville,SC,South Carolina,Fairfield,34.3128,-81.2875,43,186,America/New_York,3,1,43,29065
Lebanon,SD,South Dakota,Potter,45.0688,-99.7664,43,31,America/Chicago,3,1,43,57455
Great Meadows,NJ,New Jersey,Warren,40.877,-74.9034,42,10,America/New_York,3,1,42,7838
Hainesburg,NJ,New Jersey,Warren,40.9542,-75.0632,42,104,America/New_York,3,1,42,7832
Youngsville,NM,New Mexico,Rio Arriba,36.1928,-106.5659,42,18,America/Denver,3,1,42,87064
Amaya,TX,Texas,Zavala,28.7121,-99.8353,42,70,America/Chicago,3,1,42,78839
Skwentna,AK,Alaska,Matanuska-Susitna,61.9314,-151.2096,42,0,America/Anchorage,3,1,42,99667
Lake Santeetlah,NC,North Carolina,Graham,35.3636,-83.8664,42,83,America/New_York,3,1,42,28771
Fredonia,ND,North Dakota,Logan,46.3292,-99.0957,42,67,America/Chicago,3,1,42,58440
Archer,NE,Nebraska,Merrick,41.1667,-98.1389,42,16,America/Chicago,3,1,42,68816
Nelson,NV,Nevada,Clark,35.7179,-114.8313,42,3,America/Los_Angeles,3,1,42,89046
Deep Creek,VA,Virginia,Accomack,37.763,-75.7549,42,26,America/New_York,3,1,42,23417
Panorama Heights,CA,California,Tulare,35.8068,-118.627,42,34,America/Los_Angeles,3,1,42,93260
Nanafalia,AL,Alabama,Marengo,32.1114,-87.9957,42,7,America/Chicago,3,2,21,36782 36764
Cherokee City,AR,Arkansas,Benton,36.2947,-94.5769,42,34,America/Chicago,3,1,42,72734
Birdsong,AR,Arkansas,Mississippi,35.4612,-90.2597,42,80,America/Chicago,3,1,42,72386
Florence,IN,Indiana,Switzerland,38.7836,-84.9238,42,120,America/Indiana/Vevay,3,2,21,47020 47038
Millerton,IA,Iowa,Wayne,40.8494,-93.3057,42,78,America/Chicago,3,1,42,50165
Hardy,IA,Iowa,Humboldt,42.8101,-94.0512,42,36,America/Chicago,3,1,42,50545
Owasa,IA,Iowa,Hardin,42.4319,-93.2047,42,28,America/Chicago,3,1,42,50126
Leando,IA,Iowa,Van Buren,40.8221,-92.0805,42,8,America/Chicago,3,1,42,52551
Sugden,OK,Oklahoma,Jefferson,34.0826,-97.9788,42,74,America/Chicago,3,1,42,73573
Arbela,MO,Missouri,Scotland,40.4631,-92.0156,42,181,America/Chicago,3,1,42,63432
Strathcona,MN,Minnesota,Roseau,48.5537,-96.1671,42,32,America/Chicago,3,1,42,56759
Humboldt,MN,Minnesota,Kittson,48.9215,-97.0946,42,145,America/Chicago,3,1,42,56731
Vining,KS,Kansas,Clay,39.5674,-97.2937,42,75,America/Chicago,3,1,42,66937
Coyville,KS,Kansas,Wilson,37.6873,-95.8959,42,60,America/Chicago,3,1,42,66736
Herron Island,WA,Washington,Pierce,47.2645,-122.8348,41,33,America/Los_Angeles,3,1,41,98349
Jacksonburg,WV,West Virginia,Wetzel,39.5304,-80.6404,41,10,America/New_York,3,1,41,26377
Etna,WY,Wyoming,Lincoln,43.0334,-111.0129,41,8,America/Denver,3,1,41,83118
Moraida,TX,Texas,Starr,26.415,-98.9767,41,386,America/Chicago,3,1,41,78584
Edna Bay,AK,Alaska,Prince of Wales-Hyder,55.964,-133.6662,41,0,America/Sitka,3,1,41,99921
South Naknek,AK,Alaska,Bristol Bay,58.6638,-156.9908,41,0,America/Anchorage,3,1,41,99670
Stony River,AK,Alaska,Bethel,61.7936,-156.586,41,5,America/Anchorage,3,1,41,99557
Rogers,ND,North Dakota,Barnes,47.074,-98.2031,41,16,America/Chicago,3,1,41,58479
Surprise,NE,Nebraska,Butler,41.1047,-97.3086,41,40,America/Chicago,3,1,41,68667
Saltaire,NY,New York,Suffolk,40.6388,-73.1949,41,68,America/New_York,3,1,41,11706
McCoy,CO,Colorado,Eagle,39.9143,-106.7258,41,53,America/Denver,3,1,41,80463
Keddie,CA,California,Plumas,40.0059,-120.9525,41,24,America/Los_Angeles,3,1,41,95971
McClenney Tract,CA,California,Tulare,35.822,-118.6478,41,25,America/Los_Angeles,3,1,41,93260
Benton,AL,Alabama,Lowndes,32.3078,-86.818,41,52,America/Chicago,3,2,21,36785 36752
Fitzpatrick,AL,Alabama,Bullock,32.2113,-85.8784,41,3,America/Chicago,3,1,41,36029
Phillipstown,IL,Illinois,White,38.1429,-88.0181,41,58,America/Chicago,3,1,41,62827
Rockwood,IL,Illinois,Randolph,37.8405,-89.6968,41,74,America/Chicago,3,1,41,62280
Rodman,IA,Iowa,Palo Alto,43.0266,-94.5272,41,92,America/Chicago,3,1,41,50597
Buck Grove,IA,Iowa,Crawford,41.9178,-95.3951,41,43,America/Chicago,3,1,41,51528
Benton,IA,Iowa,Ringgold,40.7041,-94.3612,41,23,America/Chicago,3,1,41,50835
Little Cedar,IA,Iowa,Mitchell,43.3698,-92.7236,41,8,America/Chicago,3,1,41,50454
Brownsville,MD,Maryland,Washington,39.3782,-77.6615,41,55,America/New_York,3,2,21,21758 21715
Oldtown,MD,Maryland,Allegany,39.5428,-78.6155,41,118,America/New_York,3,1,41,21555
May,OK,Oklahoma,Harper,36.6174,-99.7484,41,63,America/Chicago,3,1,41,73851
Athol,KS,Kansas,Smith,39.7661,-98.9199,41,85,America/Chicago,3,1,41,66932
Langdon,KS,Kansas,Reno,37.8532,-98.3241,41,159,America/Chicago,3,1,41,67583
Inverness,MT,Montana,Hill,48.5599,-110.7103,41,4,America/Denver,3,1,41,59530
Maryhill,WA,Washington,Klickitat,45.6928,-120.8071,40,5,America/Los_Angeles,3,1,40,98620
Boulder,WY,Wyoming,Sublette,42.7461,-109.7067,40,8,America/Denver,3,1,40,82923
Sunrise,AK,Alaska,Kenai Peninsula,60.8701,-149.4678,40,1,America/Anchorage,3,1,40,99605
Springbrook,ND,North Dakota,Williams,48.2521,-103.4618,40,41,America/Chicago,3,1,40,58843
Alice,ND,North Dakota,Cass,46.76,-97.5562,40,15,America/Chicago,3,2,20,58031 58027
Champion,NE,Nebraska,Chase,40.4706,-101.7469,40,64,America/Denver,3,1,40,69023
Table Rock,PA,Pennsylvania,Adams,39.9122,-77.2229,40,204,America/New_York,3,1,40,17307
Stonewall Gap,CO,Colorado,Las Animas,37.1604,-105.034,40,8,America/Denver,3,1,40,81091
Two Buttes,CO,Colorado,Baca,37.5607,-102.3964,40,62,America/Denver,3,1,40,81084
Edgewood,CA,California,Siskiyou,41.462,-122.426,40,15,America/Los_Angeles,3,1,40,96094
Conway,IA,Iowa,Taylor,40.7492,-94.62,40,69,America/Chicago,3,1,40,50833
Crozier,AZ,Arizona,Mohave,35.4227,-113.6486,40,14,America/Phoenix,3,2,20,86437 86434
Gorman,MD,Maryland,Garrett,39.2923,-79.3527,40,12,America/New_York,3,1,40,21550
Miltonsburg,OH,Ohio,Monroe,39.8313,-81.1646,40,212,America/New_York,3,1,40,43793
Stoutsville,MO,Missouri,Monroe,39.5479,-91.8572,40,18,America/Chicago,3,1,40,65283
Donaldson,MN,Minnesota,Kittson,48.5749,-96.899,40,22,America/Chicago,3,1,40,56720
Roxbury,KS,Kansas,McPherson,38.5511,-97.4274,40,3,America/Chicago,3,1,40,67448
Dresden,KS,Kansas,Decatur,39.6228,-100.4191,40,17,America/Chicago,3,1,40,67635
Carlton,KS,Kansas,Dickinson,38.6867,-97.2931,40,90,America/Chicago,3,1,40,67448
Woodford,WI,Wisconsin,Lafayette,42.6476,-89.8597,39,62,America/Chicago,3,1,39,53599
Arvada,WY,Wyoming,Sheridan,44.6621,-106.1419,39,8,America/Denver,3,1,39,82831
San Fernando,TX,Texas,Starr,26.4033,-98.8351,39,621,America/Chicago,3,1,39,78582
Jessie,ND,North Dakota,Griggs,47.5402,-98.2291,39,31,America/Chicago,3,1,39,58452
Dickey,ND,North Dakota,LaMoure,46.5368,-98.4681,39,62,America/Chicago,3,1,39,58431
Cathay,ND,North Dakota,Wells,47.5542,-99.4108,39,81,America/Chicago,3,1,39,58422
Clinton,NE,Nebraska,Sheridan,42.7597,-102.3479,39,160,America/Denver,3,1,39,69343
Sawpit,CO,Colorado,San Miguel,37.9947,-108.0022,39,501,America/Denver,3,1,39,81430
Eldora,CO,Colorado,Boulder,39.9536,-105.578,39,3,America/Denver,3,1,39,80466
Goldfield,CO,Colorado,Teller,38.7177,-105.1254,39,106,America/Denver,3,1,39,80860
Ellston,IA,Iowa,Ringgold,40.8405,-94.1088,39,67,America/Chicago,3,1,39,50074
Aspinwall,IA,Iowa,Crawford,41.9105,-95.135,39,84,America/Chicago,3,2,20,51455 51432
Coburg,IA,Iowa,Montgomery,40.9188,-95.2656,39,51,America/Chicago,3,1,39,51566
Clayton,IA,Iowa,Clayton,42.9033,-91.1505,39,30,America/Chicago,3,1,39,52049
Triplett,MO,Missouri,Chariton,39.4984,-93.194,39,65,America/Chicago,3,1,39,65286
Cliff Village,MO,Missouri,Newton,37.0251,-94.517,39,374,America/Chicago,3,1,39,64804
St. Cloud,MO,Missouri,Crawford,38.1732,-91.2127,39,12,America/Chicago,3,2,20,65441 63080
Onton,KY,Kentucky,Webster,37.5578,-87.4371,39,18,America/Chicago,3,1,39,42455
Cow Creek,SD,South Dakota,Sully,44.5538,-100.4753,39,8,America/Chicago,3,1,39,57501
Cass,WV,West Virginia,Pocahontas,38.3963,-79.9191,38,18,America/New_York,3,1,38,24927
Glenwood,NM,New Mexico,Catron,33.3188,-108.8811,38,9,America/Denver,3,1,38,88039
Lipscomb,TX,Texas,Lipscomb,36.2215,-100.2621,38,3,America/Chicago,3,1,38,79056
Morales-Sanchez,TX,Texas,Zapata,26.7876,-99.1147,38,10,America/Chicago,3,1,38,78076
Port Protection,AK,Alaska,Prince of Wales-Hyder,56.3293,-133.594,38,3,America/Sitka,3,1,38,99927
Dot Lake Village,AK,Alaska,Southeast Fairbanks,63.6622,-144.016,38,3,America/Anchorage,3,1,38,99737
Monango,ND,North Dakota,Dickey,46.1734,-98.5952,38,38,America/Chicago,3,1,38,58436
Ragan,NE,Nebraska,Harlan,40.3108,-99.2896,38,57,America/Chicago,3,1,38,68969
Gilead,NE,Nebraska,Thayer,40.1461,-97.4151,38,212,America/Chicago,3,1,38,68362
Callimont,PA,Pennsylvania,Somerset,39.8011,-78.9216,38,3,America/New_York,3,1,38,15552
Coulterville,CA,California,Mariposa,37.7105,-120.1992,38,3,America/Los_Angeles,3,1,38,95311
Toeterville,IA,Iowa,Mitchell,43.4401,-92.8879,38,16,America/Chicago,3,1,38,50472
Greer,AZ,Arizona,Apache,34.0054,-109.4611,38,27,America/Phoenix,3,1,38,85927
Nutrioso,AZ,Arizona,Apache,33.9515,-109.2058,38,47,America/Phoenix,3,1,38,85932
Indian Springs,MD,Maryland,Washington,39.6457,-78.0074,38,126,America/New_York,3,2,19,21722 21711
Amorita,OK,Oklahoma,Alfalfa,36.924,-98.2936,38,57,America/Chicago,3,1,38,73719
Chesapeake,MO,Missouri,Lawrence,37.1161,-93.6791,38,32,America/Chicago,3,1,38,65712
Willis,KS,Kansas,Brown,39.7227,-95.5057,38,89,America/Chicago,3,1,38,66434
Ravalli,MT,Montana,Lake,47.2798,-114.1658,38,5,America/Denver,3,1,38,59863
Stryker,MT,Montana,Lincoln,48.6728,-114.7677,38,14,America/Denver,3,1,38,59933
Farmers,KY,Kentucky,Rowan,38.1405,-83.5414,38,17,America/New_York,3,2,19,40351 40319
Dolton,SD,South Dakota,Turner,43.4911,-97.3848,38,57,America/Chicago,3,1,38,57319
Diaperville,WI,Wisconsin,Ashland,46.606,-90.7101,37,34,America/Chicago,3,1,37,54806
Canones,NM,New Mexico,Rio Arriba,36.1769,-106.4244,37,3,America/Denver,3,1,37,87516
Lake Roberts,NM,New Mexico,Grant,33.0313,-108.1689,37,50,America/Denver,3,1,37,88061
La Chuparosa,TX,Texas,Starr,26.4037,-98.9268,37,1415,America/Chicago,3,1,37,78582
Samnorwood,TX,Texas,Collingsworth,35.0503,-100.2812,37,8,America/Chicago,3,1,37,79079
Wheatland,ND,North Dakota,Cass,46.9049,-97.3455,37,3,America/Chicago,3,1,37,58079
Idalia,CO,Colorado,Yuma,39.7029,-102.2938,37,168,America/Denver,3,1,37,80735
Trona,CA,California,Inyo,35.815,-117.3449,37,1,America/Los_Angeles,3,1,37,93592
Florence,IL,Illinois,Pike,39.6288,-90.6108,37,51,America/Chicago,3,1,37,62363
Jolley,IA,Iowa,Calhoun,42.4794,-94.7182,37,124,America/Chicago,3,1,37,50551
Ottosen,IA,Iowa,Humboldt,42.898,-94.3756,37,25,America/Chicago,3,1,37,50570
Mount Sterling,IA,Iowa,Van Buren,40.6198,-91.9326,37,4,America/Chicago,3,1,37,52573
Elliott,MD,Maryland,Dorchester,38.3095,-76.0067,37,40,America/New_York,3,1,37,21869
Hartwell,MO,Missouri,Henry,38.4331,-93.9342,37,30,America/Chicago,3,1,37,64788
Hillman,MN,Minnesota,Morrison,46.0063,-93.8887,37,22,America/Chicago,3,1,37,56338
West Roy Lake,MN,Minnesota,Mahnomen,47.3116,-95.5954,37,8,America/Chicago,3,1,37,56557
Shaniko,OR,Oregon,Wasco,45.0037,-120.7521,37,28,America/Los_Angeles,3,1,37,97057
Seneca,SD,South Dakota,Faulk,45.0608,-99.5092,37,34,America/Chicago,3,1,37,57473
Twilight,WV,West Virginia,Boone,37.9252,-81.6177,36,27,America/New_York,3,1,36,25204
Dundarrach,NC,North Carolina,Hoke,34.9246,-79.1574,36,10,America/New_York,3,2,18,28357 28386
Landa,ND,North Dakota,Bottineau,48.8959,-100.912,36,181,America/Chicago,3,1,36,58783
Cornlea,NE,Nebraska,Platte,41.68,-97.5669,36,150,America/Chicago,3,1,36,68642
Crab Orchard,NE,Nebraska,Johnson,40.3347,-96.4224,36,87,America/Chicago,3,1,36,68332
McLean,NE,Nebraska,Pierce,42.3862,-97.4682,36,146,America/Chicago,3,1,36,68747
California Hot Springs,CA,California,Tulare,35.8863,-118.6561,36,18,America/Los_Angeles,3,1,36,93207
Carlton,AL,Alabama,Clarke,31.343,-87.8378,36,3,America/Chicago,3,1,36,36545
Blue Eye,AR,Arkansas,Carroll,36.4966,-93.3977,36,183,America/Chicago,3,1,36,72660
Blanchard,IA,Iowa,Page,40.5808,-95.2215,36,60,America/Chicago,3,1,36,51630
Elkport,IA,Iowa,Clayton,42.7411,-91.2751,36,55,America/Chicago,3,3,12,52044 52042 52048
Kenton,OK,Oklahoma,Cimarron,36.9064,-102.9653,36,19,America/Chicago,3,1,36,73946
Rendville,OH,Ohio,Perry,39.6199,-82.09,36,44,America/New_York,3,1,36,43730
Denver,MO,Missouri,Worth,40.3989,-94.3233,36,36,America/Chicago,3,1,36,64441
Florence,MN,Minnesota,Lyon,44.2372,-96.0517,36,129,America/Chicago,3,1,36,56170
Hamlin,KS,Kansas,Brown,39.9155,-95.6276,36,158,America/Chicago,3,1,36,66434
Kickapoo Site 6,KS,Kansas,Brown,39.6917,-95.6905,36,44,America/Chicago,3,1,36,66527
Galatia,KS,Kansas,Barton,38.6411,-98.9578,36,39,America/Chicago,3,1,36,67565
Richfield,KS,Kansas,Morton,37.2653,-101.7828,36,13,America/Chicago,3,1,36,67953
Granite,OR,Oregon,Grant,44.81,-118.4187,36,37,America/Los_Angeles,3,1,36,97877
Tolstoy,SD,South Dakota,Potter,45.2083,-99.614,36,76,America/Chicago,3,1,36,57475
Cundiyo,NM,New Mexico,Santa Fe,35.9565,-105.8971,35,27,America/Denver,3,1,35,87522
Covenant Life,AK,Alaska,Haines,59.3998,-136.0948,35,0,America/Juneau,3,1,35,99827
Berlin,ND,North Dakota,LaMoure,46.3784,-98.4885,35,140,America/Chicago,3,1,35,58415
Riceville,PA,Pennsylvania,Crawford,41.7792,-79.8045,35,31,America/New_York,3,2,18,16404 16432
Piedra,CO,Colorado,Hinsdale,37.4418,-107.1685,35,1,America/Denver,3,1,35,81147
Old Station,CA,California,Shasta,40.6722,-121.4228,35,6,America/Los_Angeles,3,1,35,96071
Robinson Mill,CA,California,Butte,39.4857,-121.3202,35,10,America/Los_Angeles,3,1,35,95966
Homewood Canyon,CA,California,Inyo,35.89,-117.3863,35,1,America/Los_Angeles,3,1,35,93592
Natural Bridge,AL,Alabama,Winston,34.0904,-87.6014,35,31,America/Chicago,3,2,18,35575 35577
Wenonah,IL,Illinois,Montgomery,39.32,-89.288,35,8,America/Chicago,3,1,35,62075
Frytown,IA,Iowa,Johnson,41.5719,-91.7321,35,16,America/Chicago,3,1,35,52247
Texola,OK,Oklahoma,Beckham,35.2222,-99.9927,35,21,America/Chicago,3,1,35,73645
Byron,OK,Oklahoma,Alfalfa,36.9014,-98.2946,35,56,America/Chicago,3,1,35,73722
Rocky Ford,OK,Oklahoma,Delaware,36.1749,-94.9113,35,5,America/Chicago,3,1,35,74364
Regal,MN,Minnesota,Kandiyohi,45.4054,-94.8397,35,26,America/Chicago,3,1,35,56312
Cobden,MN,Minnesota,Brown,44.2825,-94.8466,35,13,America/Chicago,3,1,35,56085
Ronneby,MN,Minnesota,Benton,45.6853,-93.8601,35,14,America/Chicago,3,1,35,56329
Bynum,MT,Montana,Teton,47.9681,-112.3165,35,8,America/Denver,3,1,35,59419
Juntura,OR,Oregon,Malheur,43.7487,-118.0789,35,5,America/Boise,3,1,35,97911
Hachita,NM,New Mexico,Grant,31.9153,-108.3251,34,29,America/Denver,3,1,34,88040
Fairdale,ND,North Dakota,Walsh,48.49,-98.2312,34,41,America/Chicago,3,1,34,58229
Brinsmade,ND,North Dakota,Benson,48.184,-99.3236,34,48,America/Chicago,3,1,34,58351
Websters Crossing,NY,New York,Livingston,42.6661,-77.6373,34,119,America/New_York,3,1,34,14560
Oasis,NV,Nevada,Elko,41.0286,-114.4763,34,14,America/Los_Angeles,3,1,34,89830
Maybell,CO,Colorado,Moffat,40.5191,-108.0889,34,25,America/Denver,3,2,17,81625 81640
Paoli,CO,Colorado,Phillips,40.6128,-102.4717,34,44,America/Denver,3,2,17,80746 80731
Jerome,AR,Arkansas,Drew,33.3988,-91.4697,34,129,America/Chicago,3,1,34,71638
Douglas,OK,Oklahoma,Garfield,36.2604,-97.6675,34,86,America/Chicago,3,1,34,73733
Kilbourne,OH,Ohio,Delaware,40.3323,-82.9592,34,29,America/New_York,3,2,17,43032 43015
Granger,MO,Missouri,Scotland,40.467,-91.9736,34,82,America/Chicago,3,1,34,63432
Sundown,MO,Missouri,Ozark,36.566,-92.638,34,12,America/Chicago,3,1,34,65761
Lupus,MO,Missouri,Moniteau,38.846,-92.454,34,71,America/Chicago,3,1,34,65046
Denham,MN,Minnesota,Pine,46.3617,-92.9415,34,9,America/Chicago,3,2,17,55783 55795
Beaulieu,MN,Minnesota,Mahnomen,47.3389,-95.8054,34,3,America/Chicago,3,1,34,56557
Danville,KS,Kansas,Harper,37.286,-97.8921,34,158,America/Chicago,3,1,34,67036
Speed,KS,Kansas,Phillips,39.6764,-99.4209,34,87,America/Chicago,3,1,34,67661
Kickapoo Site 7,KS,Kansas,Brown,39.6894,-95.6713,34,25,America/Chicago,3,1,34,66439
Reserve,MT,Montana,Sheridan,48.6024,-104.4677,34,9,America/Denver,3,1,34,59258
Boyd,MT,Montana,Carbon,45.4556,-109.0667,34,58,America/Denver,3,2,17,59013 59070
Altamont,SD,South Dakota,Deuel,44.8408,-96.6901,34,10,America/Chicago,3,1,34,57226
Broadland,SD,South Dakota,Beadle,44.4938,-98.3466,34,13,America/Chicago,3,1,34,57350
Port Murray,NJ,New Jersey,Warren,40.7912,-74.9138,33,73,America/New_York,3,1,33,7865
Homestead,NM,New Mexico,Catron,34.1489,-107.8822,33,10,America/Denver,3,1,33,87821
Los Minerales,TX,Texas,Webb,27.6555,-99.6179,33,11,America/Matamoros,3,1,33,78045
Mentone,TX,Texas,Loving,31.7073,-103.5989,33,74,America/Chicago,3,1,33,79754
Excursion Inlet,AK,Alaska,Haines,58.4355,-135.373,33,0,America/Juneau,3,1,33,99827
Canton City,ND,North Dakota,Pembina,48.688,-97.6661,33,51,America/Chicago,3,1,33,58241
Caledonia,ND,North Dakota,Traill,47.4576,-96.8893,33,24,America/Chicago,3,1,33,58219
Cushing,NE,Nebraska,Howard,41.2948,-98.3691,33,41,America/Chicago,3,1,33,68873
Twain,CA,California,Plumas,40.0355,-121.0404,33,1,America/Los_Angeles,3,1,33,95984
Panola,AL,Alabama,Sumter,32.9478,-88.2674,33,17,America/Chicago,3,1,33,35477
Floraville,IL,Illinois,St. Clair,38.3763,-90.0557,33,231,America/Chicago,3,1,33,62298
Bentley,IL,Illinois,Hancock,40.344,-91.1118,33,89,America/Chicago,3,1,33,62321
Berkley,IA,Iowa,Boone,41.9465,-94.1136,33,63,America/Chicago,3,1,33,50220
Macomb,OK,Oklahoma,Pottawatomie,35.1479,-97.0087,33,143,America/Chicago,3,1,33,74852
Piney,OK,Oklahoma,Adair,35.8875,-94.5536,33,2,America/Chicago,3,1,33,74960
Bushong,KS,Kansas,Lyon,38.6428,-96.2567,33,84,America/Chicago,3,1,33,66833
Byers,KS,Kansas,Pratt,37.7879,-98.867,33,75,America/Chicago,3,1,33,67021
Jardine,MT,Montana,Park,45.0565,-110.6186,33,0,America/Denver,3,1,33,59030
